order,family,genus,sp,locality,authority,collector,coll,Wood Density g/ml
Fabales,Fabaceae,Daviesia,squarrosa,,Sm.,Rosell,5,0.72
Dilleniales,Dilleniaceae,Hibbertia,sp,,,Olson,1684,0.48
Dilleniales,Dilleniaceae,Hibbertia,sp,,,Olson,1685,0.59
Dilleniales,Dilleniaceae,Hibbertia,sp,,,Olson,1686,0.52
Ericales,Primulaceae,Bonellia,macrocarpa_subsp_pungens,,(A.Gray) B.St?hl & Kaellersjoe,Olson,2801,0.57
Malvales,Malvaceae,Ceiba,pentandra,,(L.) Gaertn.,Olson,4103,0.4
Malvales,Malvaceae,Ceiba,pentandra,,(L.) Gaertn.,Olson,4104,0.18
Myrtales,Myrtaceae,Xanthostemon,paradoxus,,F. Muell.,Rosell,3,0.84
Myrtales,Myrtaceae,Xanthostemon,paradoxus,,F. Muell.,Rosell,4,0.84
Myrtales,Myrtaceae,Xanthostemon,paradoxus,,F. Muell.,Rosell,5,0.85
Lamiales,Lamiaceae,Scutellaria,mexicana,,(Torr.) A. J. Paton,Olson,2647,0.57
Lamiales,Lamiaceae,Scutellaria,mexicana,,(Torr.) A. J. Paton,Olson,2648,0.59
Lamiales,Lamiaceae,Scutellaria,mexicana,,(Torr.) A. J. Paton,Olson,2649,0.59
Ranunculales,Berberidaceae,Berberis,serratodentata,,Lechler,Fajardo,P.Bs 1,0.73
Ranunculales,Berberidaceae,Berberis,serratodentata,,Lechler,Fajardo,P.Bs 2,0.64
Ranunculales,Berberidaceae,Berberis,serratodentata,,Lechler,Fajardo,P.Bs 3,0.71
Fabales,Fabaceae,Gompholobium,latifolium,,Sm. ,Olson,2150,0.64
Fabales,Fabaceae,Gompholobium,latifolium,,Sm. ,Olson,2152,0.55
Paracryphiales,Paracryphiaceae,Quintinia,verdonii,,F.Muell.,Olson,4161,0.36
Paracryphiales,Paracryphiaceae,Quintinia,verdonii,,F.Muell.,Olson,4162,0.38
Paracryphiales,Paracryphiaceae,Quintinia,verdonii,,F.Muell.,Olson,4163,0.38
Sapindales,Anacardiaceae,Rhus,ovata,MV,S. Watson,Olson,2623,0.5
Sapindales,Anacardiaceae,Rhus,ovata,MV,S. Watson,Olson,2624,0.51
Sapindales,Anacardiaceae,Rhus,ovata,MV,S. Watson,Olson,2625,0.47
Laurales,Lauraceae,Endiandra,microneura,,C. T. White,Rosell,1,0.71
Laurales,Lauraceae,Endiandra,microneura,,C. T. White,Rosell,2,0.71
Laurales,Lauraceae,Endiandra,microneura,,C. T. White,Rosell,3,0.65
Malpighiales,Hypericaceae,Hypericum,aciculare,,Kunth.,Camarero,19.1,0.5
Malpighiales,Hypericaceae,Hypericum,aciculare,,Kunth.,Camarero,19.2,0.56
Malpighiales,Hypericaceae,Hypericum,aciculare,,Kunth.,Camarero,19.3,0.54
Asterales,Goodeniaceae,Goodenia,sp,,,Olson,2211,0.6
Asterales,Goodeniaceae,Goodenia,sp,,,Olson,2212,0.55
Asterales,Goodeniaceae,Goodenia,sp,,,Olson,2213,0.56
Lamiales,Oleaceae,Fraxinus,americana,,L.,Olson,5057,0.49
Lamiales,Oleaceae,Fraxinus,americana,,L.,Olson,5058,0.51
Lamiales,Oleaceae,Fraxinus,americana,,L.,Olson,5106,0.61
Sapindales,Sapindaceae,Acer,pseudoplatanus,,L.,Camarero,Aps1,0.55
Sapindales,Sapindaceae,Acer,pseudoplatanus,,L.,Camarero,Aps2,0.51
Sapindales,Sapindaceae,Acer,pseudoplatanus,,L.,Camarero,Aps3,0.56
Malpighiales,Euphorbiaceae,Homalanthus,populifolius,,Graham,Olson,2471,0.3
Malpighiales,Euphorbiaceae,Homalanthus,populifolius,,Graham,Olson,2472,0.3
Malpighiales,Euphorbiaceae,Homalanthus,populifolius,,Graham,Olson,2473,0.33
Fabales,Fabaceae,Mimosa,ophthalmocentra,,Benth.,Olson,4763,0.82
Fabales,Fabaceae,Mimosa,ophthalmocentra,,Benth.,Olson,4764,0.77
Fabales,Fabaceae,Mimosa,ophthalmocentra,,Benth.,Olson,4765,0.76
Rosales,Urticaceae,Myriocarpa,longipes,,Liebm.,Olson,1370,0.32
Rosales,Urticaceae,Myriocarpa,longipes,,Liebm.,Olson,1371,0.26
Rosales,Urticaceae,Myriocarpa,longipes,,Liebm.,Olson,1372,0.41
Arecales,Arecaceae,Washingtonia,robusta,,,Olson,3027,0.21
Arecales,Arecaceae,Washingtonia,robusta,,,Olson,3028,0.73
Arecales,Arecaceae,Washingtonia,robusta,,,Olson,3029,0.37
Malpighiales,Euphorbiaceae,Stillingia,trapezoidea,,Ule,Olson,4793,0.48
Malpighiales,Euphorbiaceae,Stillingia,trapezoidea,,Ule,Olson,4794,0.47
Malpighiales,Euphorbiaceae,Stillingia,trapezoidea,,Ule,Olson,4795,0.4
Sapindales,Anacardiaceae,Lithraea,molleoides,,(Vell.) Engl.,Olson,4592,0.63
Sapindales,Anacardiaceae,Lithraea,molleoides,,(Vell.) Engl.,Olson,4593,0.7
Sapindales,Anacardiaceae,Lithraea,molleoides,,(Vell.) Engl.,Olson,4609,0.67
Garryales,Garryaceae,Garrya,grisea,,Wiggins,M?ndez-Alonzo,31,0.74
Garryales,Garryaceae,Garrya,grisea,,Wiggins,M?ndez-Alonzo,32,0.7
Garryales,Garryaceae,Garrya,grisea,,Wiggins,M?ndez-Alonzo,33,0.72
Myrtales,Melastomataceae,Miconia,sp1,,,Olson,4619,0.41
Myrtales,Melastomataceae,Miconia,sp1,,,Olson,4620,0.47
Myrtales,Melastomataceae,Miconia,sp1,,,Olson,4621,0.5
Sapindales,Rutaceae,Zanthoxylum,caribaeum,,Lam.,Olson,2870,0.61
Sapindales,Rutaceae,Zanthoxylum,caribaeum,,Lam.,Olson,2902,0.26
Sapindales,Rutaceae,Zanthoxylum,caribaeum,,Lam.,Olson,2903,0.49
Solanales,Convolvulaceae,Ipomoea,pes_caprae,,,Olson,4013,0.37
Solanales,Convolvulaceae,Ipomoea,pes_caprae,,,Olson,4014,0.21
Gentianales,Rubiaceae,Thiollierea,macrophylla,,(Brongn.) Baum.-Bod.,Castorena,292,0.76
Gentianales,Rubiaceae,Thiollierea,macrophylla,,(Brongn.) Baum.-Bod.,Castorena,293,0.82
Gentianales,Rubiaceae,Thiollierea,macrophylla,,(Brongn.) Baum.-Bod.,Castorena,294,0.71
Fabales,Polygalaceae,Comesperma,ericinum,,DC.,Olson,2196,0.61
Fabales,Polygalaceae,Comesperma,ericinum,,DC.,Olson,2197,0.6
Fabales,Polygalaceae,Comesperma,ericinum,,DC.,Olson,2198,0.33
Caryophyllales,Polygonaceae,Eriogonum,fasciculatum,MV,Benth. ,Olson,2632,0.66
Ericales,Ebenaceae,Diospyros,intricata,,(A. Gray) Standl.,Olson,2944,0.78
Ericales,Ebenaceae,Diospyros,intricata,,(A. Gray) Standl.,Olson,2964,0.68
Ericales,Ebenaceae,Diospyros,intricata,,(A. Gray) Standl.,Olson,2965,0.65
Ericales,Ebenaceae,Diospyros,intricata,,(A. Gray) Standl.,Olson,2966,0.69
Malpighiales,Euphorbiaceae,Jatropha,chamelensis,,,Olson,1568,0.23
Lamiales,Lamiaceae,Salvia,pachyphylla,,Epling ex Munz,M?ndez-Alonzo,4,0.46
Lamiales,Lamiaceae,Salvia,pachyphylla,,Epling ex Munz,M?ndez-Alonzo,5,0.44
Lamiales,Lamiaceae,Salvia,pachyphylla,,Epling ex Munz,M?ndez-Alonzo,6,0.46
Malvales,Malvaceae,Melochia,tomentosa,,L. ,Olson,3002,0.75
Malvales,Malvaceae,Melochia,tomentosa,,L. ,Olson,3016,0.77
Malvales,Malvaceae,Melochia,tomentosa,,L. ,Olson,3017,0.78
Ericales,Sapotaceae,Sideroxylon,obtusifolium,,(Roem. & Schult.) T.D.Penn.,Olson,4821,0.71
Ericales,Sapotaceae,Sideroxylon,obtusifolium,,(Roem. & Schult.) T.D.Penn.,Olson,4822,0.58
Ericales,Sapotaceae,Sideroxylon,obtusifolium,,(Roem. & Schult.) T.D.Penn.,Olson,4823,0.76
Fabales,Fabaceae,Anadenanthera,colubrina,,(Vell.) Brenan,Olson,4766,0.76
Fabales,Fabaceae,Anadenanthera,colubrina,,(Vell.) Brenan,Olson,4767,0.75
Fabales,Fabaceae,Anadenanthera,colubrina,,(Vell.) Brenan,Olson,4768,0.76
Rosales,Zygophyllaceae,Krameria,lappacea,,(Dombey) Burdet & B.B. Simpson,Olson,5779,0.714285714
Rosales,Zygophyllaceae,Krameria,lappacea,,(Dombey) Burdet & B.B. Simpson,Olson,5780,0.727272727
Rosales,Zygophyllaceae,Krameria,lappacea,,(Dombey) Burdet & B.B. Simpson,Olson,5781,0.636363636
Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,Olson,4027,0.56
Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,Olson,4028,0.6
Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,Olson,4029,0.61
Dipsacales,Cornaceae,Cornus,alternifolia,,L. f.,Olson,5042,0.49
Dipsacales,Cornaceae,Cornus,alternifolia,,L. f.,Olson,5043,0.56
Dipsacales,Cornaceae,Cornus,alternifolia,,L. f.,Olson,5044,0.53
Sapindales,Sapindaceae,Acer,saccharum,,Marshall,Olson,5063,0.58
Sapindales,Sapindaceae,Acer,saccharum,,Marshall,Olson,5065,0.5
Sapindales,Sapindaceae,Acer,saccharum,,Marshall,Olson,5068,0.58
Malvales,Malvaceae,Brachychiton,acerifolius,,(A. Cunn. ex G. Don) F. Muell. ,Olson,4123,0.42
Myrtales,Myrtaceae,Eucalyptus,miniata,,A. Cunn. ex Schauer,Rosell,3,0.78
Myrtales,Myrtaceae,Eucalyptus,miniata,,A. Cunn. ex Schauer,Rosell,4,0.82
Myrtales,Myrtaceae,Eucalyptus,miniata,,A. Cunn. ex Schauer,Rosell,5,0.81
Ericales,Ericaceae,Calluna,vulgaris,alp,(L.) Hull,Camarero,CvuAlp1,0.49
Ericales,Ericaceae,Calluna,vulgaris,alp,(L.) Hull,Camarero,CvuAlp2,0.33
Ericales,Ericaceae,Calluna,vulgaris,alp,(L.) Hull,Camarero,CvuAlp3,0.55
Gentianales,Rubiaceae,Gardenia,megasperma,,F. Muell. ,Olson,2053,0.41
Gentianales,Rubiaceae,Gardenia,megasperma,,F. Muell. ,Olson,2054,0.83
Gentianales,Rubiaceae,Gardenia,megasperma,,F. Muell. ,Olson,2055,0.63
Ericales,Ericaceae,Arctostaphylos,glandulosa,,Eastw.,Olson,4369,0.6
Ericales,Ericaceae,Arctostaphylos,glandulosa,,Eastw.,Olson,4370,0.63
Ericales,Ericaceae,Arctostaphylos,glandulosa,,Eastw.,Olson,4371,0.62
Malvales,Thymelaeaceae,Daphne,laureola,temp,L. ,Camarero,DlaTemp1,0.38
Malvales,Thymelaeaceae,Daphne,laureola,temp,L. ,Camarero,DlaTemp2,0.33
Malvales,Thymelaeaceae,Daphne,laureola,temp,L. ,Camarero,DlaTemp3,0.36
Rosales,Rhamnaceae,Ceanothus,leucodermis,,Greene,M?ndez-Alonzo,58,0.6
Rosales,Rhamnaceae,Ceanothus,leucodermis,,Greene,M?ndez-Alonzo,59,0.56
Rosales,Rhamnaceae,Ceanothus,leucodermis,,Greene,M?ndez-Alonzo,60,0.61
Dipsacales,Caprifoliaceae,Symphoricarpos,rotundifolius,,A. Gray,M?ndez-Alonzo,40,0.63
Dipsacales,Caprifoliaceae,Symphoricarpos,rotundifolius,,A. Gray,M?ndez-Alonzo,41,0.63
Dipsacales,Caprifoliaceae,Symphoricarpos,rotundifolius,,A. Gray,M?ndez-Alonzo,42,0.52
Rosales,Rosaceae,Rosa,canina,,L.,Camarero,Rca1,0.44
Rosales,Rosaceae,Rosa,canina,,L.,Camarero,Rca2,0.5
Rosales,Rosaceae,Rosa,canina,,L.,Camarero,Rca3,0.8
Lamiales,Bignoniaceae,Callichlamys,latifolia,,(Rich.) K. Schum.,Olson,4047,0.35
Ericales,Ericaceae,Styphelia,cymbulae,,Spreng.,Castorena,310,0.65
Ericales,Ericaceae,Styphelia,cymbulae,,Spreng.,Castorena,311,0.74
Ericales,Ericaceae,Styphelia,cymbulae,,Spreng.,Castorena,312,0.7
Dilleniales,Dilleniaceae,Hibbertia,trachyphylla,MC,Schltr.,Castorena,304,0.55
Dilleniales,Dilleniaceae,Hibbertia,trachyphylla,MC,Schltr.,Castorena,305,0.6
Dilleniales,Dilleniaceae,Hibbertia,trachyphylla,MC,Schltr.,Castorena,306,0.68
Sapindales,Anacardiaceae,Rhus,ovata,SPM,S. Watson,M?ndez-Alonzo,70,0.38
Sapindales,Anacardiaceae,Rhus,ovata,SPM,S. Watson,M?ndez-Alonzo,71,0.53
Sapindales,Anacardiaceae,Rhus,ovata,SPM,S. Watson,M?ndez-Alonzo,72,0.48
Oxalidales,Cunoniaceae,Gillbeea,whypallana,,Rozefelds & Pellow,Rosell,1,0.48
Oxalidales,Cunoniaceae,Gillbeea,whypallana,,Rozefelds & Pellow,Rosell,2,0.43
Oxalidales,Cunoniaceae,Gillbeea,whypallana,,Rozefelds & Pellow,Rosell,3,0.46
Dilleniales,Dilleniaceae,Hibbertia,lucens,,Brongn. & Gris ex Sebert & Pancher,Trueba,488,0.54
Ericales,Lecythidaceae,Planchonia,careya,,(F. Muell.) R. Knuth,Rosell,3,0.64
Ericales,Lecythidaceae,Planchonia,careya,,(F. Muell.) R. Knuth,Rosell,4,0.63
Ericales,Lecythidaceae,Planchonia,careya,,(F. Muell.) R. Knuth,Rosell,5,0.65
Rosales,Rosaceae,Spiraea,tomentosa,,L.,Olson,5048,0.55
Rosales,Rosaceae,Spiraea,tomentosa,,L.,Olson,5049,0.59
Malpighiales,Euphorbiaceae,Cnidoscolus,urens,,(L.) Arthur,Olson,4739,0.21
Malpighiales,Euphorbiaceae,Cnidoscolus,urens,,(L.) Arthur,Olson,4740,0.12
Malpighiales,Euphorbiaceae,Cnidoscolus,urens,,(L.) Arthur,Olson,4741,0.21
Rosales,Moraceae,Ficus,variegata,,Blume,Rosell,1,0.46
Rosales,Moraceae,Ficus,variegata,,Blume,Rosell,2,0.42
Rosales,Moraceae,Ficus,variegata,,Blume,Rosell,3,0.35
Malpighiales,Malpighiaceae,Byrsonima,intermedia,,A. Juss.,Olson,4613,0.56
Malpighiales,Malpighiaceae,Byrsonima,intermedia,,A. Juss.,Olson,4614,0.59
Malpighiales,Malpighiaceae,Byrsonima,intermedia,,A. Juss.,Olson,4615,0.57
Ericales,Actinidiaceae,Saurauia,yasicae,,Loes.,Olson,1397,0.37
Ericales,Actinidiaceae,Saurauia,yasicae,,Loes.,Olson,1398,0.39
Ericales,Actinidiaceae,Saurauia,yasicae,,Loes.,Olson,1406,0.43
Gentianales,Apocynaceae,Plumeria,rubra,,L. ,Olson,4000,0.49
Gentianales,Apocynaceae,Plumeria,rubra,,L. ,Olson,4001,0.4
Gentianales,Apocynaceae,Plumeria,rubra,,L. ,Olson,4002,0.36
Asterales,Asteraceae,Malacothrix,saxatilis,,(Nutt.) Torr. & A. Gray,Olson,4306,0.32
Asterales,Asteraceae,Malacothrix,saxatilis,,(Nutt.) Torr. & A. Gray,Olson,4307,0.3
Asterales,Asteraceae,Malacothrix,saxatilis,,(Nutt.) Torr. & A. Gray,Olson,4308,0.27
Malvales,Malvaceae,Sphaeralcea,ambigua,,A. Gray,Olson,2584,0.43
Malvales,Malvaceae,Sphaeralcea,ambigua,,A. Gray,Olson,2585,0.42
Malvales,Malvaceae,Sphaeralcea,ambigua,,A. Gray,Olson,2586,0.42
Myrtales,Melastomataceae,Brachyotum,rotundifolium,,Cogn. ,Camarero,6.1,0.41
Myrtales,Melastomataceae,Brachyotum,rotundifolium,,Cogn. ,Camarero,6.2,0.42
Myrtales,Melastomataceae,Brachyotum,rotundifolium,,Cogn. ,Camarero,6.3,0.36
Lamiales,Lamiaceae,Prostanthera,affviolacea,,R. Br,Rosell,1,0.67
Lamiales,Lamiaceae,Prostanthera,affviolacea,,R. Br,Rosell,3,0.69
Lamiales,Lamiaceae,Prostanthera,affviolacea,,R. Br,Rosell,4,0.65
Ericales,Ericaceae,Richea,sprengelioides,,F. Muell.,Olson,2308,0.59
Ericales,Ericaceae,Richea,sprengelioides,,F. Muell.,Olson,2309,0.55
Ericales,Ericaceae,Richea,sprengelioides,,F. Muell.,Olson,2310,0.57
Aquifoliales,Stemonuraceae,Gomphandra,australiana,,F.Muell.,Rosell,1,0.33
Aquifoliales,Stemonuraceae,Gomphandra,australiana,,F.Muell.,Rosell,2,0.36
Aquifoliales,Stemonuraceae,Gomphandra,australiana,,F.Muell.,Rosell,3,0.32
Sapindales,Rutaceae,Melicope,platynema,,Engl.,Rosell,1,0.66
Sapindales,Rutaceae,Melicope,platynema,,Engl.,Rosell,2,0.64
Sapindales,Rutaceae,Melicope,platynema,,Engl.,Rosell,3,0.59
Myrtales,Myrtaceae,Pleurocalyptus,pancheri,,(Brongn. & Gris) J.W.Dawson,Castorena,274,0.7108
Myrtales,Myrtaceae,Pleurocalyptus,pancheri,,(Brongn. & Gris) J.W.Dawson,Castorena,275,0.71
Myrtales,Myrtaceae,Pleurocalyptus,pancheri,,(Brongn. & Gris) J.W.Dawson,Castorena,276,0.73
Caryophyllales,Polygonaceae,Eriogonum,fasciculatum,SR,Benth. ,Olson,4312,0.58
Caryophyllales,Polygonaceae,Eriogonum,fasciculatum,SR,Benth. ,Olson,4313,0.63
Caryophyllales,Polygonaceae,Eriogonum,fasciculatum,SR,Benth. ,Olson,4314,0.56
Fabales,Fabaceae,Cytisus,scoparius,,(L.) Link,Camarero,Csco1,0.49
Fabales,Fabaceae,Cytisus,scoparius,,(L.) Link,Camarero,Csco2,0.58
Laurales,Lauraceae,Cryptocarya,odorata,,Guillaumin,Trueba,452,0.625
Brassicales,Akaniaceae,Akania,bidwillii,,(Hend. ex Hogg) Mabb.,Olson,4145,0.36
Brassicales,Akaniaceae,Akania,bidwillii,,(Hend. ex Hogg) Mabb.,Olson,4147,0.45
Brassicales,Akaniaceae,Akania,bidwillii,,(Hend. ex Hogg) Mabb.,Olson,4148,0.42
Rosales,Rosaceae,Cercocarpus,montanus_var_glaber,MV,(S. Watson) F.L.Martin,Olson,2664,0.72
Rosales,Rosaceae,Cercocarpus,montanus_var_glaber,MV,(S. Watson) F.L.Martin,Olson,2665,0.68
Rosales,Rosaceae,Cercocarpus,montanus_var_glaber,MV,(S. Watson) F.L.Martin,Olson,2666,0.72
Malpighiales,Calophyllaceae,Kielmeyera,grandiflora,,(Wawra) Saddi,Olson,4671,0.47
Malpighiales,Calophyllaceae,Kielmeyera,grandiflora,,(Wawra) Saddi,Olson,5604,0.47
Saxifragales,Haloragaceae,Gonocarpus,teucrioides,,DC. ,Olson,2359,0.5
Saxifragales,Haloragaceae,Gonocarpus,teucrioides,,DC. ,Olson,2360,0.6
Saxifragales,Haloragaceae,Gonocarpus,teucrioides,,DC. ,Olson,2361,0.44
Malpighiales,Euphorbiaceae,Euphorbia,lomelii,SJC,V. W. Steinm.,Olson,2949,0.26
Malpighiales,Euphorbiaceae,Euphorbia,lomelii,SJC,V. W. Steinm.,Olson,2950,0.27
Malpighiales,Euphorbiaceae,Euphorbia,lomelii,SJC,V. W. Steinm.,Olson,2951,0.31
Ranunculales,Berberidaceae,Berberis,microphylla,,G. Forst,Fajardo,P.Bm 1,0.68
Ranunculales,Berberidaceae,Berberis,microphylla,,G. Forst,Fajardo,P.Bm 2,0.63
Ranunculales,Berberidaceae,Berberis,microphylla,,G. Forst,Fajardo,P.Bm 3,0.72
Fabales,Fabaceae,Acacia,oncinocarpa,,Benth. ,Olson,2062,0.64
Fabales,Fabaceae,Acacia,oncinocarpa,,Benth. ,Olson,2063,0.54
Fabales,Fabaceae,Acacia,oncinocarpa,,Benth. ,Olson,2064,0.53
Fabales,Fabaceae,Mimosa,tenuiflora,,(Willd.) Poir.,Olson,4814,0.74
Malpighiales,Hypericaceae,Hypericum,androsaemum,,L. ,Camarero,Han1,0.48
Malpighiales,Hypericaceae,Hypericum,androsaemum,,L. ,Camarero,Han2,0.53
Malpighiales,Hypericaceae,Hypericum,androsaemum,,L. ,Camarero,Han3,0.71
Sabiales,Sabiaceae,Meliosma,occidentalis,,Cuatrec.,Olson,4072,0.34
Sabiales,Sabiaceae,Meliosma,occidentalis,,Cuatrec.,Olson,4073,0.38
Sabiales,Sabiaceae,Meliosma,occidentalis,,Cuatrec.,Olson,4074,0.58
Fabales,Fabaceae,Acacia,difficilis,,Maiden,Olson,2065,0.71
Fabales,Fabaceae,Acacia,difficilis,,Maiden,Olson,2066,0.57
Fabales,Fabaceae,Acacia,difficilis,,Maiden,Olson,2067,0.65
Fabales,Fabaceae,Cynometra,oaxacana,,Brandegee,Olson,2874,0.69
Fabales,Fabaceae,Cynometra,oaxacana,,Brandegee,Olson,2875,0.62
Fabales,Fabaceae,Cynometra,oaxacana,,Brandegee,Olson,2877,0.72
Gentianales,Rubiaceae,Palicourea,sp,,,Camarero,18.1,0.45
Gentianales,Rubiaceae,Palicourea,sp,,,Camarero,18.2,0.44
Gentianales,Rubiaceae,Palicourea,sp,,,Camarero,18.3,0.49
Myrtales,Myrtaceae,Corymbia,porrecta,,(S. T. Blake) K. D. Hill & L. A. S. Johnson,Rosell,1,0.71
Myrtales,Myrtaceae,Corymbia,porrecta,,(S. T. Blake) K. D. Hill & L. A. S. Johnson,Rosell,2,0.63
Myrtales,Myrtaceae,Corymbia,porrecta,,(S. T. Blake) K. D. Hill & L. A. S. Johnson,Rosell,5,0.78
Caryophyllales,Cactaceae,Pilosocereus,purpusii,,(Britton & Rose) Byles & G.D. Rowley,Olson,1587,0.44
Caryophyllales,Cactaceae,Pilosocereus,purpusii,,(Britton & Rose) Byles & G.D. Rowley,Olson,2880,0.34
Sabiales,Sabiaceae,Meliosma,dentata,,(Liebm.) Urb.,Olson,4836,0.4
Santalales,Santalaceae,Exocarpos,neocaledonicus,,Schltr. & Pilg.,Castorena,268,1.17
Santalales,Santalaceae,Exocarpos,neocaledonicus,,Schltr. & Pilg.,Castorena,269,0.8
Santalales,Santalaceae,Exocarpos,neocaledonicus,,Schltr. & Pilg.,Castorena,270,0.81
Malpighiales,Euphorbiaceae,Jatropha,cinerea,,(Ortega) M?ll. Arg. ,Olson,2917,0.18
Malpighiales,Euphorbiaceae,Jatropha,cinerea,,(Ortega) M?ll. Arg. ,Olson,2918,0.25
Malpighiales,Euphorbiaceae,Jatropha,cinerea,,(Ortega) M?ll. Arg. ,Olson,2997,0.17
Ericales,Ericaceae,Lyonia,ligustrina,,(L.) DC.,Olson,5051,0.47
Ericales,Ericaceae,Lyonia,ligustrina,,(L.) DC.,Olson,5052,0.45
Ericales,Ericaceae,Lyonia,ligustrina,,(L.) DC.,Olson,5053,0.45
Dilleniales,Dilleniaceae,Hibbertia,bouletii,,Veillon,Trueba,491,0.64
Malpighiales,Salicaceae,Salix,caprea,alp,L.,Camarero,ScaAlp1,0.47
Malpighiales,Salicaceae,Salix,caprea,alp,L.,Camarero,ScaAlp2,0.46
Malpighiales,Salicaceae,Salix,caprea,alp,L.,Camarero,ScaAlp3,0.48
Caryophyllales,Cactaceae,Cylindropuntia,acanthocarpa,,(Engelm. & J. M. Bigelow) F. M. Knuth,Olson,2650,0.71
Caryophyllales,Cactaceae,Cylindropuntia,acanthocarpa,,(Engelm. & J. M. Bigelow) F. M. Knuth,Olson,2651,0.66
Caryophyllales,Cactaceae,Cylindropuntia,acanthocarpa,,(Engelm. & J. M. Bigelow) F. M. Knuth,Olson,2652,0.64
Rosales,Rosaceae,Rosa,californica,,Cham. & Schltdl.,Olson,4378,0.62
Rosales,Rosaceae,Rosa,californica,,Cham. & Schltdl.,Olson,4379,0.59
Rosales,Rosaceae,Rosa,californica,,Cham. & Schltdl.,Olson,4380,0.58
Malpighiales,Clusiaceae,Garcinia,intermedia,,(Pittier) Hammel,Olson,1366,0.64
Malpighiales,Clusiaceae,Garcinia,intermedia,,(Pittier) Hammel,Olson,1367,0.63
Malpighiales,Clusiaceae,Garcinia,intermedia,,(Pittier) Hammel,Olson,1368,0.59
Lamiales,Bignoniaceae,Handroanthus,impetiginosus,,(Mart. ex DC.) Mattos,Olson,4808,0.57
Lamiales,Bignoniaceae,Handroanthus,impetiginosus,,(Mart. ex DC.) Mattos,Olson,4809,0.68
Lamiales,Bignoniaceae,Handroanthus,impetiginosus,,(Mart. ex DC.) Mattos,Olson,4810,0.65
Magnoliales,Magnoliaceae,Liriodendron,tulipifera,,L.,Olson,5061,0.44
Magnoliales,Magnoliaceae,Liriodendron,tulipifera,,L.,Olson,5069,0.56
Proteales,Proteaceae,Orites,revolutus,,R. Br. ,Olson,2281,0.67
Proteales,Proteaceae,Orites,revolutus,,R. Br. ,Olson,2282,0.68
Proteales,Proteaceae,Orites,revolutus,,R. Br. ,Olson,2283,0.65
Gentianales,Apocynaceae,Asclepias,subulata,,Decne.,Olson,3018,0.33
Gentianales,Apocynaceae,Asclepias,subulata,,Decne.,Olson,3019,0.19
Gentianales,Apocynaceae,Asclepias,subulata,,Decne.,Olson,3020,0.41
Sapindales,Sapindaceae,Distichostemon,hispidulus,,(Endl.) Baill. ,Olson,2059,0.67
Sapindales,Sapindaceae,Distichostemon,hispidulus,,(Endl.) Baill. ,Olson,2060,0.57
Sapindales,Sapindaceae,Distichostemon,hispidulus,,(Endl.) Baill. ,Olson,2061,0.7
Proteales,Proteaceae,Roupala,montana,CERR,Aubl.,Olson,4603,0.61
Proteales,Proteaceae,Roupala,montana,CERR,Aubl.,Olson,4604,0.58
Proteales,Proteaceae,Roupala,montana,CERR,Aubl.,Olson,4605,0.57
Ericales,Primulaceae,Ardisia,tuerckheimii,,Donn. Sm.,Olson,1396,0.67
Ericales,Primulaceae,Ardisia,tuerckheimii,,Donn. Sm.,Olson,1430,0.62
Ericales,Primulaceae,Ardisia,tuerckheimii,,Donn. Sm.,Olson,1431,0.61
Malvales,Malvaceae,Brachychiton,paradoxus,,Schott & Endl. ,Rosell,1,0.45
Malvales,Malvaceae,Brachychiton,paradoxus,,Schott & Endl. ,Rosell,3,0.4
Malvales,Malvaceae,Brachychiton,paradoxus,,Schott & Endl. ,Rosell,4,0.44
Fagales,Fagaceae,Quercus,alba,,L.,Olson,5079,0.52
Fagales,Fagaceae,Quercus,alba,,L.,Olson,5080,0.54
Fagales,Fagaceae,Quercus,alba,,L.,Olson,5082,0.55
Fabales,Fabaceae,Chamaecrista,zygophylloides,,(Taub.) H. S. Irwin & Barneby,Olson,4796,0.89
Fabales,Fabaceae,Chamaecrista,zygophylloides,,(Taub.) H. S. Irwin & Barneby,Olson,4797,0.91
Fabales,Fabaceae,Chamaecrista,zygophylloides,,(Taub.) H. S. Irwin & Barneby,Olson,4798,0.91
Ericales,Primulaceae,Myrsine,guianensis,,(Aubl.) Kuntze,Olson,4634,0.57
Ericales,Primulaceae,Myrsine,guianensis,,(Aubl.) Kuntze,Olson,4635,0.39
Ericales,Primulaceae,Myrsine,guianensis,,(Aubl.) Kuntze,Olson,4636,0.49
Fagales,Nothofagaceae,Nothofagus,cunninghamii,,(Hook.) Oerst.,Olson,2262,0.56
Fagales,Nothofagaceae,Nothofagus,cunninghamii,,(Hook.) Oerst.,Olson,2263,0.56
Fagales,Nothofagaceae,Nothofagus,cunninghamii,,(Hook.) Oerst.,Olson,2264,0.56
Fagales,Nothofagaceae,Nothofagus,cunninghamii,,(Hook.) Oerst.,Olson,2284,0.49
Fagales,Nothofagaceae,Nothofagus,cunninghamii,,(Hook.) Oerst.,Olson,2285,0.5
Fagales,Nothofagaceae,Nothofagus,cunninghamii,,(Hook.) Oerst.,Olson,2286,0.54
